,text,label
4212,十一、法人治理结构及相关机构报告期内的运行情况,9
4213,四、发行人地域经济情况,0
4214,五、关联交易情况,16
4215,三、发行人股东及实际控制人情况,5
4216,三、不可抗力因素导致的风险,0
4217,6、四川省汶川至马尔康高速公路项目,0
4218,八、本公司的独立运营情况,6
4219,四、发行人的主营业务模式、状况及发展规划,17
4220,1、公司名称：四川发展（控股）有限责任公司,0
4221,4、对更换、解聘债券受托管理人作出决议；,0
4222,（一）纳入公司合并财务报表范围的主要子公司基本情况,7
4223,（三）2010年合并报表范围及变化原因,0
4224,十一、关联方及关联交易情况,16
4225,二、关联交易情况,16
4226,七、关联方及关联交易,16
4227,四、公司治理和组织结构,9
4228,四、发行人的股权结构及权益投资情况,7
4229,十、承诺及或有事项,0
4230,4、盈利能力分析,0
4231,（二）发行人主营业务情况,14
4232,3、所有者权益分析,0
4233,（三）债券受托管理人的变更,0
4234,二、公司设立情况,0
4235,十六、发行人内部管理制度的建立及运行情况,11
4236,第三节风险因素,2
4237,17、在本期债券存续期内，受托管理人不得将其受托管理人的职责和义务委托其他第三方代为履行。,0
4238,1、董事会成员,0
4239,四、公司控股股东和实际控制人的基本情况及上市以来的变化情况,5
4240,第二节风险因素,2
4241,（十八）信用级别及资信评级机构,0
4242,七、现任董事、监事和高级管理人员的基本情况,12
4243,2）航空方面,0
4244,二、公司未决诉讼或仲裁事项,20
4245,1、土地开发整理行业的发展现状和前景,0
4246,（一）对公司资产负债水平的影响,0
4247,（二）聘请受托管理人,0
4248,六、最近一期末发行人有息债务结构,19
4249,（一）本期债券发行时间安排,0
4250,（四）债务履约记录,0
4251,5、关联担保情况,0
4252,一、珠海联邦制药股份有限公司,0
4253,重大事项提示,1
4254,（三）关联交易原则及定价政策,0
4255,（三）债券持有人会议的出席人员及其权利,0
4256,（一）发行人基本情况,0
4257,（一）重要会计政策变更,18
4258,（二）水务相关业务,0
4259,二、发行人历史沿革,4
4260,十二、发行人的独立性情况,6
4261,（二）偿债保证的制度性安排,0
4262,2、执行新金融工具准则的风险,0
4263,第二节风险因素,2
4264,二、募集资金投资项目基本情况,0
4265,五、公司组织结构和重要权益投资情况,7
4266,（三）发行人重要权益投资情况,7
4267,3、受托管理协议的终止。发生如下情形时，受托管理协议终止：,0
4268,（四）资信评级报告,0
4269,10、非经常性损益占比较大的风险,0
4270,四、偿债资金来源,0
4271,五、发行人对其他企业的重要权益投资情况,7
4272,14、单独或合计持有本期债券未偿还总额10%以上的债券持有人书面提议召开债券持有人会议；,0
4273,1、项目建设必要性,0
4274,（三）各职能部门主要职责,10
4275,2、公司债存续期内重大事项的信息披露,0
4276,11、本期债券存续期内，受托管理人应当勤勉处理债券持有人与发行人之间的谈判或者诉讼事务。,0
4277,4、财务费用较高的风险,0
4278,一、偿债计划,0
4279,（三）关联交易事项,16
4280,第五节合规经营与独立性,6
4281,（三）受托管理人的职责、权利和义务,0
4282,3、精耕细作融资融券业务,0
4283,五、有息负债分析,19
4284,（六）评级风险,0
4285,第二节风险因素,2
4286,1）长期借款,0
4287,（二）董事、监事及高级管理人员的从业简历,13
4288,七、发行本期公司债券后发行人资产负债结构的变化,0
4289,八、发行人主营业务情况,14
4290,3、关联方其他应收款,0
4291,（三）发行人的主要竞争状况、经营方针及战略,17
4292,1、股权经营业务,0
4293,第二节风险因素,2
4294,3、与铁路业务相关的政策风险,0
4295,（一）利率风险,0
4296,3、拟订公司内部管理结构设置方案；,0
4297,（五）同意发行人与债券受托管理人为本期债券共同制定的《债券持有人会议规则》并受之约束。,0
4298,（十八）发生其他对债券持有人权益有重大影响的事项。,0
4299,第十三条偿债保证措施,3
4300,6、关联方预收账款,0
4301,二、发行人已取得本期债券发行前必须获得的各项批准和授权，该等已取得的批准和授权合法有效。,0
4302,（二）保荐机构出具的发行保荐书,0
4303,七、公司有息债务情况,19
4304,五、公司的主营业务情况,14
4305,（四）偿债能力分析,0
4306,（六）未来业务目标及盈利能力的可持续性,17
4307,7、首期出资未经评估作价的风险,0
4308,八、发行人主要业务情况,14
4309,（四）发行人与实际控制人之间的产权及控制关系,0
4310,十二、发行人的经营方针及战略,17
4311,（三）未来业务发展战略及盈利能力的可持续性,17
4312,九、公司主营业务情况,14
4313,十、公司治理情况,9
4314,第一节本次发行概况,0
4315,七、有息债务情况,19
4316,5）预付款项,0
4317,三、发行人违约责任,0
4318,六、发行人董事、监事及高级管理人员情况,12
4319,一、本次公司债券的投资风险,0
4320,6、发行人应当履行债券持有人会议规则及债券持有人会议决议项下债券发行人应当履行的各项职责和义务。,0
4321,十一、发行人主要业务基本情况,0
4322,（二）现任董事、监事、高级管理人员简历,13
4323,2、存货周转率下降的风险,0
4324,（六）其他保障措施,0
4325,四、发行人股本总额及前十大股东持股情况,5
4326,（二）应每年一次查阅前项所述的会议资料、财务会计报告和会计账簿；,0
4327,（七）本期债券上市交易的证券交易场所：上海证券交易所住所：上海市浦东南路528号,0
4328,（一）最近三年及一期主要财务指标,0
4329,4、债券期限：本次债券的发行期限为5年，附第3年末发行人调整票面利率选择权和投资者回售选择权。,0
4330,六、重要权益投资情况,7
4331,7、发行人发生超过上年末净资产百分之十的重大损失；,0
4332,2、项目批复,0
4333,2、我国医药行业发展概况,0
4334,（二）未来业务目标及盈利能力的可持续性分析,17
4335,一、发行人主营业务情况,14
4336,六、有息负债分析,19
4337,26、募集资金专项账户：发行人在招商银行股份有限公司广州分行开立募集资金专项账户。,0
4338,2、董事会,0
4339,2、具体措施,0
4340,1、发行人经营方针、经营范围或生产经营外部条件等发生重大变化；,0
4341,2、加速清偿及措施,0
4342,1、母公司资产负债表,0
4343,五、偿债保障措施,3
4344,10、利息登记日：本期债券的利息登记日按照上海证券交易所和债券登记机构的相关规定确定。,0
4345,6、有息债务占比较高的风险,0
4346,2、债券受托管理人保证以下陈述在受托管理协议签订之日均属真实和准确；,0
4347,3、对发行人重大债务重组案作出决议；,0
4348,（四）第三方担保风险,0
4349,（一）发行人主要业务情况,14
4350,第六节财务会计信息,0
4351,重大事项提示,1
4352,九、发行人主营业务情况,14
4353,第三节发行人的资信状况,0
4354,四、发行人控股股东及实际控制人情况,5
4355,2、母公司利润表,0
4356,（六）主要财务指标,0
4357,（一）公司设立情况及重大变更事项,0
4358,二、公司的组织结构及对其他企业的重要权益投资情况,7
4359,2、应收账款发生坏账损失的风险,0
4360,10、岷江犍为航电枢纽工程,0
4361,（一）控股股东和实际控制人的基本情况,5
4362,四、有息负债分析,19
4363,（二）提升公司短期偿债能力,0
4364,十一、发行人内部管理制度,11
4365,二、偿债保障措施,3
4366,（四）审计机构,0
4367,28、税务提示：根据国家有关税收法律、法规的规定，投资者投资本期债券应缴纳的税款由投资者承担。,0
4368,（四五）本期债券发行后的累计债券余额及其占发行人2019年末净资产的比例,0
4369,（三）法律意见书；,0
4370,第十条发行人财务情况,0
4371,3、报告期内实际控制人的变化,0
4372,2、监事会成员,0
4373,六、有息债务情况,19
4374,二、公司历史沿革,4
4375,（三）债券持有人会议的召集,0
4376,第三节风险因素及其他重要事项,2
4377,第十三条偿债保障措施,3
4378,（二）现任董事、监事、高级管理人员简历,13
4379,五、公司组织结构和对其他企业的重要权益投资情况,7
4380,一、备查文件,0
4381,（一）合并财务报表,0
4382,3、监事会,0
4383,五、偿债保障措施,3
4384,（二）发行总额：人民币6亿元。,0
4385,（二）发行人所处行业地位及主要竞争优势,15
4386,（二）2009年合并报表范围及变化原因,0
4387,1、资产结构分析,0
4388,八、公司主营业务情况,14
4389,（二）发行人的组织结构,10
4390,2、发行人参股公司,8
4391,五、董事、监事、高级管理人员的基本情况,12
4392,六、发行人的法人治理结构,9
4393,（五）发行人经营方针和战略,17
4394,五、发行人业务发展目标及发展规划,17
4395,（一）公司治理情况,9
4396,2、城市基础设施建设行业的发展现状和前景,0
4397,九、发行人及实际控制人、董事、监事、高级管理人员违法违规情况,0
4398,（三）公司近三年及一期发行的债券以及偿还情况,0
4399,（三）偿付风险,0
4400,七、资产权利限制情况分析,0
4401,6、债券持有人会议规则所称“以上”、“以内”、“之内”或“内”均含本数。,0
4402,（二）公司组织结构,0
4403,（三）公司经营方针及战略,17
4404,9、利息保障倍数=（利润总额+利息支出-客户资金利息支出）/（利息支出-客户资金利息支出）；,0
4405,7、决定公司内部管理机构的设置；,0
4406,六、发行人控股股东及实际控制人情况,5
4407,（四）发行人所在行业状况,15
4408,（七）未来业务目标及盈利能力的可持续性,17
4409,三、发行人的组织结构及权益投资情况,10
4410,八、有息负债分析,19
4411,（一）华融湘江银行股份有限公司邵东县支行,0
4412,六、公司重要的权益投资情况,7
4413,七、发行人董事、监事、高级管理人员基本情况,12
4414,二、发行人设立及变更情况,4
4415,四、发行人董事、监事、高级管理人员基本情况,12
4416,六、发行人董事、监事、高级管理人员基本情况,12
4417,（二）关于本次募集资金规模与发行人盈利能力的匹配性，以及关于本次公司债偿债资金来源的说明,0
4418,（二）最近三年与主要客户发生业务往来的信用情况,0
4419,三、发行人控股股东及实际控制人的基本情况,5
4420,7、ebitda全部债务比=ebitda/全部债务；,0
4421,（一）常德财鑫融资担保有限公司为本次债券提供了全额担保为本次债券提供了全额担保,0
4422,（二）发行人2014-2016年经审计的合并资产负债表摘要（完整合并资产负债表见附表二）,0
4423,九、发行人主要业务情况,14
4424,四、偿债保障措施,3
4425,1、评级观点,0
4426,（四）最近三年关联方交易情况,0
4427,（五）信用风险,0
4428,8、债券持有人会议应有会议记录。会议记录记载以下内容：,0
4429,9、行使法律、行政法规、部门规章、规范性文件和《债券持有人会议规则》赋予债券持有人会议的其他职权。,0
4430,第三章风险因素,2
4431,（四）政策风险,0
4432,重大事项提示,1
4433,六、发行人业务介绍,14
4434,第二条本次债券发行的有关机构,0
4435,八、发行人董事、监事、高级管理人员基本情况,12
4436,四、控股股东和实际控制人,5
4437,第十一节备查文件,0
4438,四、公司治理和组织结构,9
4439,二、偿债保障措施,3
4440,三、发行人组织结构图和重要的权益投资情况,7
4441,3、会议召集人应依法、及时发出召开债券持有人会议的通知，及时组织、召开债券持有人会议。,0
4442,释义,0
4443,（一）业务独立情况,0
4444,八、董事、监事、高级管理人员的基本情况,12
4445,3、公司法人治理结构,9
4446,（一）本期公司债券的起息日为2020年7月13日。,0
4447,五、信用评级机构：鹏元资信评估有限公司,0
4448,1、公司发展战略,17
4449,四、本公司控股股东及实际控制人的基本情况,5
4450,九、发行人的独立经营情况,6
4451,（一）发行人财务概况,0
4452,十、截至最近一年末有息债务情况,19
4453,（三）高级管理人员,0
4454,（四）发行人2015年财务报表合并范围及变动情况,0
4455,1、电力行业概述,0
4456,四、发行人组织结构以及对其他企业的重要权益投资情况,7
4457,（二）最近三年及一期母公司报表口径分析,0
4458,（一）发行人从事的主要业务情况,14
4459,六、控股股东和实际控制人,5
4460,1、可能存在的利益冲突情形,0
4461,（四）未来业务发展规划,17
4462,二、最近三年合并报表范围的变化,0
4463,第三节风险因素,2
4464,四、发行人的资信情况,0
4465,2、内部控制遵循原则,0
4466,重大事项提示,1
4467,8、利息偿付率=实际支付利息/应计利息；,0
4468,6、ebitda利息倍数=ebitda/（利息支出-客户资金利息支出）；,0
4469,（二）发行人重要权益投资企业近一年的主要财务数据,0
4470,（一）有息债务总额及期限结构,19
4471,4、交通基础设施行业分析,0
4472,二、偿债保障措施,3
4473,八、公司主营业务情况,14
4474,第九节债券持有人会议,0
4475,四、本期债券募集资金运用对公司财务状况的影响,0
4476,第十四条风险揭示,2
4477,（二）现任董事、监事、高级管理人员简历,13
4478,二、发行人历史沿革,4
4479,重大事项提示,1
4480,二、历史沿革,4
4481,七、发行人控股股东和实际控制人基本情况,5
4482,（一）经营风险,0
4483,8、关联交易管理制度,0
4484,（五）严格履行信息披露义务,0
4485,1、采购模式,0
4486,重大事项提示,1
4487,（二）董事、监事、高级管理人员简历,13
4488,三、公司控股股东和实际控制人的基本情况,5
4489,（一）接受本募集说明书对本次债券项下权利义务的所有规定并受其约束；,0
4490,（二）发行人最近一期末有息债务情况,19
4491,五、发行人董事、监事和高级管理人员情况,12
4492,二、历史沿革及股权变动,4
4493,十二、发行人主营业务情况,14
4494,5、研发实力优势,0
4495,（一）发行人,0
4496,十、发行人的经营方针和战略,17
4497,（二）最近三年及一期母公司会计报表,0
4498,3、资产负债率=负债合计/资产总计,0
4499,（一）“16平阳债”,0
4500,第九节债券受托管理人,0
4501,五、发行人重要权益投资情况,7
4502,1、风险控制制度,0
4503,第二章风险因素,2
4504,第二节风险因素,2
4505,6、北京市通联实业公司（以下简称“通联公司”）,0
4506,四、公司治理和组织结构,9
4507,（三）发行人内部管理制度,11
4508,（一）海通证券未能持续履行受托管理协议约定的受托管理人职责；,0
4509,（一）历史沿革,4
4510,4、项目建设进度和资金来源,0
4511,5、项目法人,0
4512,（二）发行人的设立及历史沿革情况,4
4513,2、行业政策调整风险,0
4514,重大事项提示,1
4515,四、最近三年的主要财务指标,0
4516,目录,0
4517,六、发行人关联交易情况,16
4518,5、关联交易方面,0
4519,五、本期债券发行结束后，投资者可按照国家有关法规进行债券的转让和质押。,0
4520,一、债券持有人行使权利的形式,0
4521,（五）评级机构,0
4522,3、公司未决诉讼或仲裁事项,20
4523,1）可供出售金融资产,0
4524,五、发行人主营业务情况,14
4525,（一）利率风险,0
4526,（十六）发行人提出债务重组方案的；,0
4527,2、总资产收益率＝（归属于母公司所有者的净利润/平均资产总计）×100%,0
4528,七、发行人关联交易情况,16
4529,（四）2005年12月，公司第一次股权变更,0
4530,2、母公司报表口径,0
4531,（二）本期债券上市安排,0
4532,3、重大投融资决策方面,0
4533,三、公司控股股东和实际控制人基本情况,5
4534,（二）现任董事、监事、高级管理人员从业简历,13
4535,五、董事、监事和高级管理人员的基本情况,12
4536,3、债券品种和期限：本期债券分两个品种，品种一为3年期；品种二为5年期。,0
4537,3、债券持有人会议采取记名方式投票表决。,0
4538,19、北京海淀文化旅游产业发展集团有限责任公司（以下简称“海淀文化旅游”）,0
4539,五、公司治理结构,9
4540,（二）担保人基本情况（常德财鑫融资担保有限公司）,0
4541,6、法律、行政法规和部门规章规定应当由债券持有人会议作出决议的其他情形。,0
4542,四、公司控股股东及实际控制人情况,5
4543,16、在本次债券存续期内，受托管理人不得将其受托管理人的职责和义务委托其他第三方代为履行。,0
4544,二、历史沿革及股权变动,4
4545,（一）违约事件,0
4546,六、有息债务,19
4547,3、发行人的参股公司,8
4548,2、四川省医药集团有限责任公司,0
4549,五、认购人承诺,0
4550,六、发行人关联交易情况,16
4551,2、负债结构分析,0
4552,二、发行人的历史沿革,4
4553,（六）受托管理人的变更,0
4554,四、发行人独立经营情况,6
4555,五、发行人有息负债情况和本期公司债券发行后资产负债结构的变化,19
4556,八、董事、监事、高级管理人员的基本情况,12
4557,3、发行人营业利润情况,0
4558,第二节风险因素,2
4559,（一）担保人情况,0
4560,七、发行人控股股东及实际控制人基本情况,5
4561,四、募集资金运用对发行人财务状况的影响,0
4562,1、公司设立时的基本情况,0
4563,（六）募集资金专项账户开户银行/账户监管人：兴业银行股份有限公司福州温泉支行,0
4564,三、发行人所在行业情况,15
4565,第十七条其他应说明的事项,0
4566,3、公司负债规模较大，有一定的债务负担，未来随着投资项目的全面铺开，公司将面临较大资本支出压力。,0
4567,十一、发行人在行业中的竞争地位,0
4568,1、增强公司资金使用的稳定性,0
4569,十三、计息期限：本期债券的计息期限为2017年8月24日至2027年8月23日。,0
4570,六、发行人董事、监事、高级管理人员基本情况,12
4571,（三）发行人面临的主要竞争状况、经营方针及战略,17
4572,（四）本期债券安排所特有的风险,0
4573,3、受托管理人应当在上述变更生效当日或之前与新任受托管理人办理完毕工作移交手续。,0
4574,（五）资信风险,0
4575,第十三条偿债保障措施,3
4576,（十三）支付方式及支付金额,0
4577,五、发行人控股股东和实际控制人基本情况,5
4578,（九）投资类创新业务,0
4579,4、公司主导产品细分行业基本情况,0
4580,12、融资管理制度,0
4581,1、相关财务数据模拟调整的基准日为2011年3月31日；,0
4582,11、对子公司的管理制度,0
4583,第十二节备查文件,0
4584,重大事项提示,1
4585,（一）募集资金专款专用,0
4586,2、财务管理制度,0
4587,（四）公司主营业务情况,14
4588,1、发行人并表子公司,0
4589,（四）偿债计划的财务安排,0
4590,（三）发行人律师：北京国枫律师事务所,0
4591,2、证券市场概况,0
4592,二、债券持有人会议规则主要内容,0
4593,二、广发证券股份有限公司,0
4594,（一）最近三年及一期合并报表口径分析,0
4595,（二）主要业务情况,14
4596,2、关联交易的决策程序,0
4597,（二）流动性风险,0
4598,（四）公司所在行业竞争格局,15
4599,（八）发生受托管理协议第3.4条第（一）项至第（十二）项等情形的，说明基本情况及处理结果；,0
4600,一、自身偿付能力,0
4601,四、现任董事、监事和高级管理人员的基本情况,12
4602,3、代表债券持有人与发行人保持日常的联络；,0
4603,二、公司的设立及历史沿革,4
4604,九、关联方及关联交易情况,16
4605,（二）各部门主要职能,10
4606,（五）发行人当年累计新增借款或者对外提供担保超过上年末净资产的百分之二十；,0
4607,（二）董事、监事、高级管理人员简历,13
4608,（三）跟踪评级的有关安排,0
4609,（三）发行人将遵循真实、准确、完整的信息披露原则，按《管理办法》、,0
4610,一、债券受托管理人聘任及受托管理协议签订情况,0
4611,（一）接受本募集说明书对本期债券项下权利义务的所有规定并受其约束；,0
4612,二、担保函的主要内容,0
4613,（九）本期债券申请上市的证券交易所,0
4614,六、募集资金运用对发行人财务状况的影响,0
4615,（二）经营风险,0
4616,（八）证券登记机构,0
4617,（三）发行人内部管理制度,11
4618,（二）董事、监事及高级管理人员简历,13
4619,4、本期债券募集资金20亿元，全部用于偿还公司债务，优化公司债务结构；,0
4620,七、簿记管理人：国信证券股份有限公司,0
4621,一、发行人概况,0
4622,七、发行人主要业务基本情况,0
4623,20、发行人应当履行《债券受托管理协议》、募集说明书及法律、法规和规则规定的其他义务。,0
4624,七、发行人公司治理,9
4625,（九）《2017年平阳县国资发展有限公司城市停车场建设专项债券募集资金账户与偿债资金专户监管协议》。,0
4626,五、报告期末发行人前十大股东情况,5
4627,（八）申请上市的证券交易所,0
4628,5、当发生对债券持有人权益有重大影响的事项时，对行使债券持有人依法享有权利的方案做出决议；,0
4629,（二）董事、高级管理人员的从业简历,13
4630,（一）公司纳入合并报表范围子公司,0
4631,三、违约责任及解决措施,0
4632,（六）技术风险,0
4633,3、项目建设内容,0
4634,二、发行人历史沿革,4
4635,重大事项提示,1
4636,（二）前十名股东持股情况,0
4637,第五节同业竞争与关联交易,16
4638,1、资产结构,0
4639,（二）发行人历史沿革,4
4640,三、发行人律师声明,0
4641,七、发行人董事、监事、高级管理人员的基本情况,12
4642,（七）陈述与保证,0
4643,3、本期债券上市交易安排,0
4644,三、偿债保障措施,3
4645,6、关联交易制度,0
4646,（二）补充流动资金,0
4647,（一）发行人的主营业务介绍,14
4648,四、发行人控股股东和实际控制人的基本情况,5
4649,3、2012年发行人实施股票激励计划,0
4650,（一）制定《债券持有人会议规则》,0
4651,3、本期债券兑付兑息披露,0
4652,2、狠抓财务平衡,0
4653,（三）报告期末发行人的前十大股东情况,0
4654,7、固定资产折旧风险、在建工程项目未来收益不及预期甚至出现减值的风险,0
4655,八、发行人独立性情况,6
4656,十五、发行人内部管理制度的建立及运行情况,11
4657,七、公司主要业务情况,14
4658,（三）有息债务信用融资与担保融资的结构分析,0
4659,（一）控股股东及实际控制人基本情况,5
4660,2、加速清偿及措施,0
4661,第十六条法律意见,0
4662,（二）流动性风险,0
4663,十、关联方及关联交易情况,16
4664,五、公司组织结构和对其他企业的重要权益投资情况,7
4665,六、本期债券基本要素,0
4666,8、省属国有企业管理风险,0
4667,（六）关联交易情况,16
4668,第十四条风险揭示,2
4669,1、发行人的行业地位,0
4670,二、发行人重要权益投资情况,7
4671,第十四条风险与对策,2
4672,第十四条风险与对策,2
4673,（三）关联交易,16
4674,（二）主要参股公司情况,8
4675,2、关注,0
4676,4、自来水业务,0
4677,十、公司关联交易情况,16
4678,10、本次债券存续期内，受托管理人应当勤勉处理债券持有人与发行人之间的谈判或者诉讼事务。,0
4679,3、总资产周转率＝营业收入/平均资产总计,0
4680,十九、发行人近三年及一期在采购商品/接受劳务环节形成的主要关联交易,16
4681,（三）未来业务目标和盈利能力的未来趋势分析,17
4682,3、会议时间和地点；,0
4683,二、公司债券发行核准情况,0
4684,三、发行人所在行业情况,15
4685,七、发行人董事、监事及高级管理人员情况,12
4686,（一）现任董事、监事和高级管理人员的基本情况,12
4687,十、发行人关联交易情况,16
4688,（二）高级管理人员情况,0
4689,3、项目建设内容,0
4690,二、发行人主要历史沿革情况,4
4691,（3）珠海利邦医药研发有限公司,0
4692,三、重大会计政策变更、重大会计估计变更和重大会计差错更正,18
4693,6）无形资产,0
4694,一、发行人所在行业现状和发展前景,15
4695,（二）发行人参股公司,8
4696,第二节风险因素,2
4697,（四）本次债券安排所特有的风险,0
4698,（五）关联交易定价原则,16
4699,6、制订公司合并、分立、解散或者变更公司形式的方案；,0
4700,4、财务独立,0
4701,十、发行人法人治理结构及相关机构运行状况,9
4702,二、发行人股权结构及重要权益投资情况,7
4703,（三）发行人内部控制制度,11
4704,七、发行人所处行业的基本情况,15
4705,（二）是公司降低财务风险的需要,0
4706,1、对外担保情况,0
4707,十二、发行人独立运营情况,6
4708,11、本次债券存续期内，受托管理人应当勤勉处理债券持有人与发行人之间的谈判或者诉讼事务。,0
4709,重大事项提示,1
4710,第七节发行人基本情况,0
4711,五、认购人承诺,0
4712,（3）持续督导发行人履行还本付息义务及有关承诺；,0
4713,一、资信评级机构及其对本次债券的信用评级情况,0
4714,7、北京市海育建筑工程公司（以下简称“海育公司”）,0
4715,第二节风险因素,2
4716,9、财务管理方面,0
4717,四、偿债保障措施,3
4718,15、法律、行政法规、部门规章、规范性文件规定或中国证监会、本所要求的其他事项。,0
4719,十一、发行人内部管理制度,11
4720,三、偿债保障措施,3
4721,（五）良好的外部融资能力增强了本期债券偿付能力,0
4722,三、前次募集资金使用情况,0
4723,（二）主要业务情况,14
4724,3、假设本期债券募集资金40亿元计入2019年12月31日的资产负债表；,0
4725,六、有息债务情况,19
4726,五、公司所处行业的基本情况,15
4727,（三）债券受托管理人的职责、权利和义务,0
4728,重大事项提示,1
4729,五、发行人对其他企业的重要权益投资情况,7
4730,八、公司主营业务情况,14
4731,五、有息债务分析,19
4732,1、会计政策变更,18
4733,二、偿债保障措施,3
4734,四、发行人对其他企业重要权益投资情况,7
4735,第一节发行概况,0
4736,12、ebitda利息倍数=ebitda/（资本化利息+计入财务费用的利息支出）,0
4737,二、未决重大诉讼或仲裁,20
4738,二、偿债保障措施,3
4739,2、负债结构分析,0
4740,（三）独立性,6
4741,4、审慎的风险管理及内部控制,0
4742,一、备查文件清单,0
4743,二、本公司控股股东、实际控制人声明,5
4744,4、对更换债券受托管理人做出决议；,0
4745,八、发行人关联关系及关联交易情况,16
4746,7）净资产收益率、平均总资产回报率分析,0
4747,二、偿债保障措施,3
4748,（五）公司所处行业的基本情况,15
4749,五、发行人独立经营情况,6
4750,九、其他重要事项,0
4751,（三）非董事高级管理人员简历,13
4752,（六）债券受托管理人：华融证券股份有限公司,0
4753,二、本期债券募集资金运用计划,0
4754,八、发行人内部管理制度的建立及运行情况,11
4755,（三）2016-2018年经审计的现金流量简表（完整的现金流量表见附表四）,0
4756,（二）发行人所在行业状况,15
4757,1、叙古高速,0
4758,九、发行人所处行业概况、现状、行业地位及面临的主要竞争,15
4759,3、债券持有人会议规则项下的公告方式为：在发行人履行信息披露义务的媒体上进行公告。,0
4760,十、发行人关联交易情况,16
4761,2、未决诉讼或仲裁事项,20
4762,（一）发行人主营业务情况,14
4763,六、发行人董事、监事、高级管理人员的基本情况,12
4764,（七）受限资产情况,0
4765,（二）公司所处行业状况,15
4766,1、被担保的债券种类、数额,0
4767,五、发行人所处行业基本情况,15
4768,3、关联交易风险,0
4769,五、偿债保障措施,3
4770,2、联席主承销商,0
4771,三、报告期内的关联交易,16
4772,3、福建省交通运输集团有限责任公司,0
4773,六、发行人有息负债情况及本次债券发行后资产负债结构的变化,19
4774,二、发行人历史沿革,4
4775,五、有息债务分析,19
4776,7、担保人控股股东、实际控制人情况,0
4777,二、发行人的历史沿革,4
4778,第九条发行人业务情况,0
4779,３、资产负债率=总负债/总资产,0
4780,（一）未来业务发展目标,0
4781,第三节公司的资信状况,0
4782,二、偿债保障措施,3
4783,第十四条偿债保障措施,3
4784,（五）公司独立性情况,6
4785,一、备查文件清单,0
4786,六、董事、监事和高级管理人员的基本情况,12
4787,五、发行人董事、监事、高级管理人员的基本情况,12
4788,（二）发行人实际控制人情况,5
4789,四、公司治理和组织结构,9
4790,（十四）发行人不能按期支付本息；,0
4791,1、债券受托管理协议适用于中国法律并依其解释。,0
4792,10、营业利润率=（营业收入-营业支出）/营业收入；,0
4793,（七）发行人发展战略及发展规划,17
4794,４、ebitda=利润总额+列入财务费用的利息支出+折旧+无形资产摊销+长期待摊费用摊销,0
4795,（八）平阳县南雁笠湖自驾营地建设工程停车场,0
4796,二、发行人财务分析,0
4797,24、税务提示：根据国家有关税收法律、法规的规定，投资者投资本次债券所应缴纳的税款由投资者承担。,0
4798,（五）资信风险,0
4799,七、公司主营业务情况,14
4800,六、发行人董事、监事和高级管理人员的基本情况,12
4801,（二）发行人的权利和义务,0
4802,（一）发行人最近三年的财务报告和审计报告及2017年1-3月未经审计的财务报表；,0
4803,1、本公司的母公司,0
4804,5、项目法人,0
4805,第十四条风险揭示,2
4806,（一）发行人所在行业情况,15
4807,1、监管上海市国家出资企业的国有资产，加强国有资产管理。,0
4808,3、资产负债率＝（负债合计/资产总计）×100%,0
4809,7、变更本次债券的受托管理人；,0
4810,（一）董事、监事、高级管理人员基本情况,12
4811,（二）有利于提高发行人运营的稳定性,0
4812,（二）牵头主承销商,0
4813,（六）违约责任,0
4814,（五）债券持有人会议的召开,0
4815,4、发行人不能按期支付本期债券本金和/或利息；,0
4816,（四）主要参股公司情况,8
4817,（四）发行人拥有半数以下表决权纳入合并范围的公司,0
4818,（一）财务风险,0
4819,四、偿债保障措施,3
4820,六、发行人董事、监事和高级管理人员的基本情况,12
4821,十、发行人针对本期债券的信息披露及投资者关系管理的制度安排,0
4822,八、公司主营业务情况,14
4823,3、税收政策变动的风险,0
4824,八、发行人治理结构及相关机构运行情况,9
4825,十七、发行人内部管理制度的建立及运行情况,11
4826,五、重要权益投资情况,7
4827,（七）未来业务目标及持续盈利能力,17
4828,九、发行人所在行业状况,15
4829,3、决定发行人发生减资、合并、分立、解散或者申请破产时债券持有人依据《公司法》享有的权利的行使；,0
4830,2、财务管理风险,0
4831,（三）董事、监事及高级管理人员对外兼职情况,0
4832,（四）发行人独立经营情况,6
4833,第二节风险因素,2
4834,（三）2019年会计政策变更,0
4835,七、发行人有息债务情况,19
4836,（一）报告期内会计政策变更情况,18
4837,2、发行人主营业务情况,14
4838,（二）对发行人财务成本的影响,0
4839,3、发行人出售其全部或实质性的资产，以致对发行人就本次债券的还本付息能力产生重大实质性不利影响；,0
4840,（六）发行人未来业务目标及盈利能力的可持续性,17
4841,一、债券受托管理人,0
4842,三、偿债保障措施,3
4843,三、发行人重要权益投资情况,7
4844,1、宏观调控政策变化可能产生的风险,0
4845,1、政府补贴政策调整的风险,0
4846,五、最近一年有息债务,19
4847,（三）评级报告的摘要及关注的内容,0
4848,第二节风险因素,2
4849,（六）未来业务目标及持续盈利能力,17
4850,三、报告期内控股股东、实际控制人变化情况,5
4851,（一）本期债券偿债计划概况,0
4852,（二）内部管理制度的运行情况,11
4853,十四、关联交易情况,16
4854,9、其他对本次债券的按期兑付产生重大不利影响的情形。,0
4855,十、发行人关联方和关联交易情况,16
4856,（四）受托管理事务报告,0
4857,2、主要财务指标（合并口径）,0
4858,第一节发行概况,0
